Key;Item Type;Publication Year;Author;Title;Publication Title;ISBN;ISSN;DOI;Url;Abstract Note;Date;Date Added;Date Modified;Access Date;Pages;Num Pages;Issue;Volume;Number Of Volumes;Journal Abbreviation;Short Title;Series;Series Number;Series Text;Series Title;Publisher;Place;Language;Rights;Type;Archive;Archive Location;Library Catalog;Call Number;Extra;Notes;Link Attachments;Manual Tags;Automatic Tags;Editor;Series Editor;Translator;Contributor;Attorney Agent;Book Author;Cast Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed Author;Scriptwriter;Words By;Guest;Number;Edition;Running Time;Scale;Medium;Artwork Size;Filing Date;Application Number;Assignee;Issuing Authority;Country;Meeting Name;Conference Name;Court;References;Reporter;Legal Status;Priority Numbers;Programming Language;Version;System;Code;Code Number;Section;Session;Committee;History;Legislative Body
6DM8KKHF;journalArticle;2022;"Sea, MA; Hillman, JR; Thrush, SF";Enhancing multiple scales of seafloor biodiversity with mussel restoration;SCIENTIFIC REPORTS;;2045-2322;10.1038/s41598-022-09132-w;;Restoration projects are underway internationally in response to global declines in shellfish beds. As diverse biological assemblages underpin a variety of ecosystem services, understanding broader changes in biodiversity associated with mussel restoration becomes increasingly valuable to scientists and restoration practitioners. Studies generally show bivalve beds increase species richness and abundance, but results are scale-dependent and conditional on the mobility of specific communities observed. We examined biodiversity at multiple scales to determine how communities with varying levels of mobility are influenced by subtidal mussel restoration. Significant changes in assemblage structure were observed in both mobile fish and epifaunal communities, with enhanced species richness and total abundance of associated individuals. In contrast, we observed site-dependent effects of bivalve restoration on macrofaunal community structure and composition, with sheltered, harbour mussel bed communities numerically dominated by detritivores accustomed to organically enriched, muddy sediments. Sediment organic matter significantly increased within mussel beds, and distance-based linear models showed that sediment organic matter was an important predictor of macrofaunal assemblage structure on mussel beds, highlighting the significance of benthic-pelagic coupling and biodeposition to soft-sediment communities. This study contributes novel methods and ecological insights on the role of species mobility and site selection in structuring restoration outcomes, better informing future mussel restoration efforts aimed at emphasising functionally-driven ecosystem services.;2022-03-23;2023-07-04 07:31:00;2024-01-10 10:03:50;;;;1;12;;;;;;;;;;English;;;;WOS:000772605500040;;;;;;"MARINE BIODIVERSITY; DIVERSITY; SEDIMENT; FISH; ECOSYSTEM ENGINEERS; WADDEN SEA; COMPLEXITY; MYTILUS-EDULIS; BLUE MUSSELS; OYSTER REEF HABITAT; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S276U8BX;journalArticle;2017;"Dunn, RP; Altieri, AH; Miller, K; Yeager, ME; Hovel, KA";Coral identity and structural complexity drive habitat associations and demographic processes for an increasingly important Caribbean herbivore;MARINE ECOLOGY PROGRESS SERIES;;0171-8630;10.3354/meps12230;;Habitat complexity plays a vital role in shaping ecological communities, but many coral reef ecosystems are shifting to alternative states with altered community compositions and reduced complexity. Sea urchins are common inhabitants of reefs, and their importance for controlling the distribution and abundance of algae in marine ecosystems is well understood. Less understood is the role of habitat complexity and species identity of foundational species in dictating the abundance of reef herbivores. We explored how the structural complexity and identity of 3 corals commonly observed on contemporary Caribbean reefs mediate the abundance, behavior, and demographic characteristics of an increasingly important herbivore, the sea urchin Echinometra viridis. Tethered urchins survived better on the more structurally complex coral Agaricia tenuifolia and hydrocoral Millepora alcicornis than on less complex branching Porites species. However, natural densities of urchins on these corals did not follow the same pattern, suggesting that coral identity, independent of complexity, also contributes to habitat associations. In habitat choice experiments, urchins preferred the structurally complex coral A. tenuifolia only when waterborne cues of predators were introduced. Despite minimal differences in the standing stock of algae associated with the different corals, urchins inhabiting Porites colonies had a marginally higher reproductive condition than those collected from the other corals, suggesting a fitness trade-off to inhabiting the riskier coral. Understanding the drivers of herbivore habitat associations is vital for predicting the persistence of coral-dominated reefs due to feedbacks between changing coral reef communities (both species identity and habitat complexity) and shifts to algal dominance.;2017-08-18;2023-07-04 07:31:00;2024-08-17 09:50:52;;33-47;;;577;;;;;;;;;;English;;;;WOS:000411307400003;;;;;;"Foundation species; Habitat complexity; Porites; Agaricia tenuifolia; Echinometra viridis; Millepora alcicornis; Predation risk; Gonadosomatic index; SEA-URCHINS; PHASE-SHIFTS; FOOD AVAILABILITY; PATCH REEFS; DIADEMA-ANTILLARUM; BOCAS-DEL-TORO; MACROALGAL COVER; PREDATION RISK; REGION-WIDE DECLINES; URCHIN ECHINOMETRA-VIRIDIS; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FIBF6ZDF;journalArticle;2008;"Kelly, JR; Proctor, H; Volpe, JP";Intertidal community structure differs significantly between substrates dominated by native eelgrass (Zostera marina L.) and adjacent to the introduced oyster Crassostrea gigas (Thunberg) in British Columbia, Canada;HYDROBIOLOGIA;;0018-8158;10.1007/s10750-007-9057-6;;"Eelgrass beds represent important habitats for marine organisms, but are in decline in many coastal areas around the world. On Cortes Island, British Columbia, Canada, oysters coexist regionally with native eelgrass (Zostera marina L.), but eelgrass is typically absent directly seaward of oyster beds (the ""below-oyster cobble zone""). We compared assemblage structure of nekton (fish and swimming macroinvertebrates) and epibenthos (macroinvertebrates and macroalgae) between eelgrass bed and below-oyster habitats. We sampled the intertidal zone on Cortes Island at low tide using two methods: quadrats to enumerate epibenthic macroinvertebrates and macroalgae, and beach seines to enumerate fish and swimming macroinvertebrates. Using multivariate analysis of similarity (ANOSIM), we found that the structure of nektonic and epibenthic assemblages associated with below-oyster cobble zones were significantly different from those in eelgrass-beds. Univariate measures showed that nektonic species richness and abundance were significantly higher in eelgrass beds than in below-oyster cobble habitat, whereas epibenthic species richness and abundance were significantly higher in below-oyster habitat.";2008-01;2023-07-04 07:31:01;2024-04-12 07:02:14;;57-66;;;596;;;;;;;;;;English;;;;WOS:000251729800006;;;;;;"macroalgae; seagrass; British Columbia; fish; HABITATS; ABUNDANCE; ESTUARY; FISH; ECOSYSTEM ENGINEERS; SEAGRASS BEDS; PREDATION; BENTHIC COMMUNITIES; SULFIDE; DECAPODS; epibenthic invertebrates; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WSHUUB43;journalArticle;2012;"Gestoso, I; Olabarria, C; Troncoso, JS";Effects of macroalgal identity on epifaunal assemblages: native species versus the invasive species Sargassum muticum;HELGOLAND MARINE RESEARCH;;1438-387X;10.1007/s10152-011-0257-0;;Seaweeds are a refuge from stressful conditions associated with life on rocky intertidal shores, and there is evidence that different macrophytes support different assemblages of mobile epifauna. Introduction of non-indigenous macroalgae may have a great impact on associated epifaunal assemblages and ecosystem processes in coastal areas. Previous studies have reported conflicting evidences for the ability of epifauna to colonize non-indigenous species. Here, we analyzed epifaunal assemblages associated with three species of macroalgae that are very abundant on intertidal shores along the Galician coast: the two native species Bifurcaria bifurcata and Saccorhiza polyschides and the invasive species Sargassum muticum. We collected samples of each species from three different sites at three different times to test whether variability of epifaunal assemblages was consistent over space and time. Epifaunal assemblages differed between the three macroalgae. Results suggested that stability and morphology of habitat played an important role in shaping the structure of epifaunal assemblages. This study also showed that the invasive S. muticum offered a suitable habitat for many invertebrates.;2012-06;2023-07-04 07:31:02;2024-04-10 14:30:42;;159-166;;2;66;;;;;;;;;;English;;;;WOS:000304298100005;;;;;;"Macroalgae; Epiphytes; Morphology; Sargassum muticum; DIVERSITY; EPIBIOTA; SEAWEEDS; COMMUNITY STRUCTURE; HABITAT; BIOLOGICAL INVASIONS; CAULERPA-RACEMOSA; ECOSYSTEM ENGINEERS; Galician coast; MOBILE EPIFAUNA; AMPHIPODS; Epifaunal assemblages; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7GFBJI66;journalArticle;2015;"Sepulveda, RD; Rozbaczylo, N; Ibanez, CM; Flores, M; Cancino, JM";Ascidian-associated polychaetes: ecological implications of aggregation size and tube-building chaetopterids on assemblage structure in the Southeastern Pacific Ocean;MARINE BIODIVERSITY;;1867-1616;10.1007/s12526-014-0283-7;;"Epifaunal polychaetes inhabit a range of habitat structures built by other organisms, such as ascidians. Here, we examine: i) the polychaete fauna inhabiting aggregations of the ascidian Pyura chilensis in central Chile; ii) the relationship between sample volume (aggregation size) and polychaete assemblage variables; and iii) the effect of a tube-building chaetopterid on the polychaete assemblage structure. The chaetopterid tube load on aggregations determines two ascidian morphotypes, those with a high load of chaetopterid tubes (HT morphotype) and those with a low load of chaetopterid tubes (LT morphotype). From a total of 38 aggregations studied, we found 5,524 specimens belonging to 35 species of polychaetes. Three species were the most abundant in the aggregations (Phyllochaetopterus socialis, Nicolea lobulata, and Typosyllis magdalena), reaching 22% of total abundance. The number of species and individuals increased with sample volume, but only the number of species number varied between morphotypes. Sample volume and the chaetopterid tubes influenced the polychaete assemblage structure, evidencing differences between morphotypes. We suggest that both sample volume and the habitat structuring capacity of the chaetopterid tubes change the habitat complexity of the ascidian aggregations and, hence, produce differences between morphotypes related to the polychaete assemblage structure.";2015-12;2023-07-04 07:31:06;2024-03-25 14:21:42;;733-741;;4;45;;;;;;;;;;English;;;;WOS:000365873600028;;;;;;"Diversity; Habitat complexity; Ecosystem engineering; Ascidians; Tube-building; COMMUNITY STRUCTURE; HABITAT; COAST; EPIFAUNA; ISLANDS; FAUNA; SOFT-BOTTOM; LANICE-CONCHILEGA; CHILENSIS MOLINA; PYURA-STOLONIFERA HELLER; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SZ99XN5X;journalArticle;2013;"Watt, CA; Scrosati, RA";Bioengineer effects on understory species richness, diversity, and composition change along an environmental stress gradient: Experimental and mensurative evidence;ESTUARINE COASTAL AND SHELF SCIENCE;;0272-7714;10.1016/j.ecss.2013.02.006;;Canopy-forming bioengineer species are commonly assumed to increase local species richness and diversity. We tested this notion by investigating the effects of fucoid seaweed canopies on understory communities along rocky intertidal elevation gradients in Atlantic Canada. Such gradients exhibit increasing thermal extremes and variation from low to high elevations, and are broadly used in stress gradient studies. A manipulative experiment created canopy and no-canopy treatments at the low, middle, and high intertidal zones, eliminating all species (except fucoid canopies) from replicate quadrats. After recolonization, overall richness and diversity (considering all primary producers and consumers) were higher under canopies than uncovered by canopies at the high and middle zones, but no effects occurred at the low zone. Similarly, species composition was affected by canopies at the high and middle zones, but not at the low zone. A mensurative study that surveyed the full range of canopy cover (0-100%) using nearly five times more quadrats from pristine areas yielded the same results: richness and diversity increased with canopy cover at the high and middle zones (approaching stabilization toward high cover values), but no effects occurred at the low zone. Lack of canopy effects at low elevations is related to mild habitat conditions, which canopies are unable to modify, while positive effects at higher elevations relate to the capacity of canopies to ameliorate harsh conditions. This is the first time that a combined experimental and mensurative approach shows that the same bioengineer species affect overall species richness, diversity, and composition differently along a stress gradient. Overall, protecting canopy-forming bioengineers to preserve local biodiversity should be most effective in stressful environments. (C) 2013 Elsevier Ltd. All rights reserved.;2013-05-20;2023-07-04 07:31:06;2024-04-08 14:18:11;;10-18;;;123;;;;;;;;;;English;;;;WOS:000318456100003;;;;;;"intertidal; Ascophyllum; Atlantic; Canada; canopy; Fucus; Nova Scotia; BIODIVERSITY; ORGANISMS; COMPETITION; ECOSYSTEM ENGINEERS; FACILITATION; EVENNESS; COMMUNITY RICHNESS; CUSHION PLANTS; FOUNDATION TREE; PLANT INTERACTIONS; seaweed understory; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FYHCIIVF;journalArticle;2008;"Wang, JQ; Zhang, XD; Nie, M; Fu, CZ; Chen, JK; Li, B";Exotic Spartina alterniflora provides compatible habitats for native estuarine crab Sesarma dehaani in the Yangtze River estuary;ECOLOGICAL ENGINEERING;;0925-8574;10.1016/j.ecoleng.2008.05.015;;Although the impact of plant invasions on benthic communities, especially burrowing crabs, has received increasing attention, the results from past studies are mixed. The exotic plant Spartina alterniflora has become the most abundant species in the salt marshes of the Yangtze River estuary since it was first found just over a decade ago, but its effects on crabs in the salt marshes is largely unknown. To examine whether the invasions of this exotic plant affected native crabs, we compared the biomass and abundance of the dominant burrowing crab Sesarma dehaani in an exotic Spartina marsh, native Phragmites australis marsh and mudflats of the Yangtze River estuary, China. To explain the differences of S. dehaani populations between different habitats, feeding preference of S. dehaani for Spartina and Phragmites was investigated. Results showed crab abundance and biomass in the Spartina marsh were significantly greater than those in the Phragmites marsh and mudflats. Soil water content and plant community characteristics in the Spartina marsh also significantly differed in the Phragmites marsh and mudflats. moreover, the feeding preference experiment showed that crabs consumed Spartina more than twice as much as Phroymites. In summary, this study showed that Spartina provided compatible habitats for native crab S. dehaani through offering suitable food source and moderate environmental conditions. (C) 2008 Elsevier B.V All rights reserved.;2008-08-04;2023-07-04 07:31:09;2024-04-12 06:22:47;;57-64;;1;34;;;;;;;;;;English;;;;WOS:000259410600006;;;;;;"Spartina alterniflora; Phragmites australis; salt marsh; ECOLOGY; ECOSYSTEM ENGINEERS; CARBON; INVASION; MANGROVE; ENGLAND SALT-MARSH; CHINA; plant invasion; BURROWS; feeding preference; NEMATODE COMMUNITIES; SCIRPUS-MARIQUETER; Sesarma dehaani; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QJ2YCL28;journalArticle;2004;"Begin, C; Johnson, LE; Himmelman, JH";Macroalgal canopies: distribution and diversity of associated invertebrates and effects on the recruitment and growth of mussels;MARINE ECOLOGY PROGRESS SERIES;;0171-8630;10.3354/meps271121;;We examined the invertebrate assemblages associated with macroalgal canopies in the Mingan Islands (northern Gulf of St. Lawrence, eastern Canada) in the summer and fall of 2001. Invertebrates were sampled in patches or beds of 4 species of macroalgae (Alaria esculenta, Agarum cribrosum, Desmarestia viridis and Ptilota serrata) as well as in adjacent urchin barrens. Multivariate analyses of the invertebrates on the algal fronds, those on the underlying substratum, and the 2 groups together demonstrated differences in invertebrate assemblages among all 5 habitats. A. esculenta sheltered the most distinct invertebrate community due to the domination of the substratum under this alga by the blue mussel Mytilus edulis. Differences among other canopy types were due to differences in invertebrate assemblages both on the algal fronds and on the substratum. A manipulative experiment involving the removal of the canopy of the 2 most abundant macroalgae, A. esculenta and A. cribrosum, was carried out to examine their effects on mussels. Recruitment of mussels onto ceramic tiles varied among treatments and was greatest in the A. esculenta zone with greater, but non-significant, recruitment under the canopy. The growth of mussels from early July to October was higher in the A. cribrosum zone than the A. esculenta zone. However, there was no effect of the algal canopy in either zone. Our study demonstrates that the local diversity and distribution of benthic invertebrates is intimately associated with macroalgae, and reinforces the need for detailed sampling and analyses for assessing distributional patterns.;2004;2023-07-04 07:31:09;2024-04-15 09:19:10;;121-132;;;271;;;;;;;;;;English;;;;WOS:000221879800010;;;;;;"ecosystem engineering; biodiversity; positive interactions; community structure; Mytilus edulis; SEA-URCHINS; POSITIVE INTERACTIONS; STRONGYLOCENTROTUS-DROEBACHIENSIS; MARINE-INVERTEBRATES; HABITAT COMPLEXITY; ASTERIAS-VULGARIS; ALGAL SUCCESSION; kelp bed; SEASTARS LEPTASTERIAS-POLARIS; SHORELINE CONFIGURATION; VERTICAL PATTERNS; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
X5I2KGTS;journalArticle;2017;"Wright, JT; Gribben, PE";Disturbance-mediated facilitation by an intertidal ecosystem engineer;ECOLOGY;;0012-9658;10.1002/ecy.1932;;Ecosystem engineers facilitate communities by providing a structural habitat that reduces abiotic stress or predation pressure for associated species. However, disturbance may damage or move the engineer to a more stressful environment, possibly increasing the importance of facilitation for associated communities. In this study, we determined how disturbance to intertidal boulders (i.e., flipping) and the subsequent movement of a structural ecosystem engineer, the tube-forming serpulid worm Galeolaria caespitosa, from the bottom (natural state, low abiotic stress) to the top (disturbed state, high abiotic stress) surface of boulders influenced the importance of facilitation for intertidal communities across two intertidal zones. Theory predicts stronger relative facilitation should occur in the harsher environments of the top of boulders and the high intertidal zone. To test this prediction, we experimentally positioned boulders with the serpulids either face up or face down for 12 months in low and high zones in an intertidal boulder field. There were very different communities associated with the different boulders and serpulids had the strongest facilitative effects on the more stressful top surface of boulders with approximately double the species richness compared to boulders lacking serpulids. Moreover, within the serpulid matrix itself there was also approximately double the species richness (both zones) and abundance (high zone only) of small invertebrates on the top of boulders compared to the bottom. The high relative facilitation on the top of boulders reflected a large reduction in temperature by the serpulid matrix on that surface (up to 10 degrees C) highlighting a key role for modification of the abiotic environment in determining the community-wide facilitation. This study has demonstrated that disturbance and subsequent movement of an ecosystem engineer to a more stressful environment increased the importance of facilitation and allowed species to persist that would otherwise be unable to survive in that environment.;2017-09;2023-07-04 07:31:10;2024-01-29 12:31:20;;2425-2436;;9;98;;;;;;;;;;English;;;;WOS:000408836600020;;;;;;"intertidal; facilitation; ecosystem engineering; disturbance; Galeolaria caespitosa; abiotic stress; PATTERNS; HABITAT; ORGANISMS; RECRUITMENT; POSITIVE INTERACTIONS; PLANT-COMMUNITIES; OYSTER REEFS; STRESS; MARINE-INVERTEBRATES; boulder-field; INVASIVE CRAB; serpulid; tube worm; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
KM5UIY98;journalArticle;2017;"Hanke, MH; Posey, MH; Alphin, TD";The effects of intertidal oyster reef habitat characteristics on faunal utilization;MARINE ECOLOGY PROGRESS SERIES;;0171-8630;10.3354/meps12261;;"The presence, abundance, and distribution of organisms within a landscape are highly dependent on the composition, quality, and configuration of habitat patches. Intertidal oyster Crassostrea virginica reefs provide a structured habitat for many organisms; however, declining oyster populations have induced reef fragmentation and loss. Over 2 years (2011-2012), we evaluated naturally occurring fringing and patch intertidal oyster reefs in southeastern North Carolina, USA, to determine how varied reef type, size, and distance from edge to interior influenced the associated benthic macrofauna and mobile nekton. In addition, the effects of size and edge vs. interior were examined on constructed intertidal reefs at 2 different locations. On the natural reefs, species richness of benthic macrofauna and mobile nekton were significantly increased on fringing reefs. Benthic macrofauna richness significantly decreased on large natural reefs, whereas mobile nekton richness significantly increased off of large reefs. Further, associated benthic macrofauna richness significantly decreased along the reef edge, whereas mobile nekton diversity increased along the reef/open bottom interface. Species richness and densities for benthic macrofauna increased with created reef size, while there was greater species richness and diversity and dissimilar communities for mobile nekton along constructed reef edges. Habitat specificity may influence utilization for mobile nekton, as resident organisms with limited vagility had a stronger response to habitat characteristics. Thus, utilization of intertidal oyster reefs can be highly structured by habitat characteristics on many scales, and should be considered when examining species interactions, ecosystem management, and future restoration efforts.";2017-10-13;2023-07-04 07:31:11;2024-01-30 08:57:55;;57-70;;;581;;;;;;;;;;English;;;;WOS:000414582700005;;;;;;"Habitat heterogeneity; Crassostrea virginica; Benthic macrofauna; Oyster reefs; Habitat fragmentation; Habitat restoration; Patch size; Edge effects; RESPONSES; DIVERSITY; CRASSOSTREA-VIRGINICA; FISH; ECOSYSTEM ENGINEERS; SALT-MARSH; FRAGMENTATION; RESTORATION; BLUE CRABS; BOONEA-IMPRESSA; Habitat characteristics; Mobile nekton; done; verified";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
